x-coord,y-coord,z-coord
519533.46,7698299.87,-180.00
519536.98,7698289.86,-180.00
519546.65,7698263.06,-180.00
519555.59,7698239.86,-180.00
519560.63,7698227.05,-180.00
519573.45,7698196.43,-180.00
519575.41,7698191.83,-180.00
519576.31,7698189.86,-180.00
519591.18,7698157.59,-180.00
519599.82,7698139.86,-180.00
519607.63,7698124.05,-180.00
519623.45,7698093.68,-180.00
519624.77,7698091.19,-180.00
519625.52,7698089.86,-180.00
519642.86,7698059.28,-180.00
519654.41,7698039.86,-180.00
519661.55,7698027.96,-180.00
519673.45,7698009.00,-180.00
519680.95,7697997.37,-180.00
519686.01,7697989.86,-180.00
519701.14,7697967.55,-180.00
519720.69,7697939.86,-180.00
519721.83,7697938.25,-180.00
519723.45,7697936.06,-180.00
519743.42,7697909.83,-180.00
519759.18,7697889.86,-180.00
519765.49,7697881.90,-180.00
519773.45,7697872.20,-180.00
519788.30,7697854.71,-180.00
519801.33,7697839.86,-180.00
519811.69,7697828.10,-180.00
519823.45,7697815.13,-180.00
519835.72,7697802.13,-180.00
519847.62,7697789.86,-180.00
519860.36,7697776.77,-180.00
519873.45,7697763.67,-180.00
519885.61,7697752.02,-180.00
519898.61,7697739.86,-180.00
519911.45,7697727.87,-180.00
519923.45,7697716.92,-180.00
519937.93,7697704.34,-180.00
519954.93,7697689.86,-180.00
519964.93,7697681.34,-180.00
519973.45,7697674.24,-180.00
519992.65,7697659.06,-180.00
520017.34,7697639.86,-180.00
520020.78,7697637.19,-180.00
520023.45,7697635.15,-180.00
520049.76,7697616.18,-180.00
520073.45,7697599.33,-180.00
520079.13,7697595.54,-180.00
520087.77,7697589.86,-180.00
520109.28,7697575.69,-180.00
520123.45,7697566.46,-180.00
520140.01,7697556.43,-180.00
520167.56,7697539.86,-180.00
520171.23,7697537.64,-180.00
520173.45,7697536.32,-180.00
520203.39,7697519.81,-180.00
520223.45,7697508.78,-180.00
520236.05,7697502.46,-180.00
520261.16,7697489.86,-180.00
520269.34,7697485.75,-180.00
520273.45,7697483.68,-180.00
520303.58,7697470.00,-180.00
520323.45,7697460.93,-180.00
520338.43,7697454.84,-180.00
520373.45,7697440.47,-180.00
520373.90,7697440.31,-180.00
520375.13,7697439.86,-180.00
520410.54,7697426.95,-180.00
520423.45,7697422.18,-180.00
520447.96,7697414.37,-180.00
520473.45,7697406.08,-180.00
520486.18,7697402.59,-180.00
520523.45,7697392.12,-180.00
520525.29,7697391.70,-180.00
520533.05,7697389.86,-180.00
520565.72,7697382.13,-180.00
520573.45,7697380.24,-180.00
520607.30,7697373.72,-180.00
520623.45,7697370.46,-180.00
520650.08,7697366.49,-180.00
520673.45,7697362.78,-180.00
520694.18,7697360.59,-180.00
520723.45,7697357.20,-180.00
520739.78,7697356.19,-180.00
520773.45,7697353.73,-180.00
520787.07,7697353.48,-180.00
520823.45,7697352.39,-180.00
520836.30,7697352.71,-180.00
520873.45,7697353.20,-180.00
520887.77,7697354.18,-180.00
520923.45,7697356.19,-180.00
520954.10,7697359.21,-180.00
520973.45,7697361.42,-180.00
520998.36,7697364.94,-180.00
521023.45,7697368.93,-180.00
521041.11,7697372.19,-180.00
521073.45,7697378.80,-180.00
521082.45,7697380.85,-180.00
521118.51,7697389.86,-180.00
521122.48,7697390.82,-180.00
521123.45,7697391.08,-180.00
521161.28,7697402.02,-180.00
521173.45,7697405.83,-180.00
521198.94,7697414.36,-180.00
521223.45,7697423.19,-180.00
521235.52,7697427.78,-180.00
521265.06,7697439.86,-180.00
521271.05,7697442.25,-180.00
521273.45,7697443.28,-180.00
521305.64,7697457.66,-180.00
521323.45,7697466.18,-180.00
521339.28,7697474.02,-180.00
521369.21,7697489.86,-180.00
521372.00,7697491.30,-180.00
521373.45,7697492.10,-180.00
521403.92,7697509.39,-180.00
521423.45,7697521.20,-180.00
521434.97,7697528.33,-180.00
521452.46,7697539.86,-180.00
521465.22,7697548.08,-180.00
521473.45,7697553.71,-180.00
521494.73,7697568.57,-180.00
521523.40,7697589.86,-180.00
521523.43,7697589.87,-180.00
521523.45,7697589.89,-180.00
521551.48,7697611.82,-180.00
521573.45,7697630.10,-180.00
521578.74,7697634.56,-180.00
521584.67,7697639.86,-180.00
521605.36,7697657.94,-180.00
521623.45,7697674.74,-180.00
521631.26,7697682.05,-180.00
521639.11,7697689.86,-180.00
521656.51,7697706.79,-180.00
521673.45,7697724.30,-180.00
521681.08,7697732.23,-180.00
521687.98,7697739.86,-180.00
521705.02,7697758.28,-180.00
521723.45,7697779.45,-180.00
521728.28,7697785.02,-180.00
521732.22,7697789.86,-180.00
521750.96,7697812.34,-180.00
521772.52,7697839.86,-180.00
521772.93,7697840.37,-180.00
521773.45,7697841.06,-180.00
521794.37,7697868.93,-180.00
521809.13,7697889.86,-180.00
521815.11,7697898.19,-180.00
521823.45,7697910.53,-180.00
521835.27,7697928.03,-180.00
521842.77,7697939.86,-180.00
521854.80,7697958.50,-180.00
521873.45,7697989.28,-180.00
521873.66,7697989.64,-180.00
521873.79,7697989.86,-180.00
521891.99,7698021.31,-180.00
521902.04,7698039.86,-180.00
521909.64,7698053.67,-180.00
521923.45,7698080.47,-180.00
521926.64,7698086.66,-180.00
521928.19,7698089.86,-180.00
521943.07,7698120.23,-180.00
521952.05,7698139.86,-180.00
521958.82,7698154.48,-180.00
521973.45,7698188.34,-180.00
521973.90,7698189.40,-180.00
521974.09,7698189.86,-180.00
521988.39,7698224.91,-180.00
521994.07,7698239.86,-180.00
522002.19,7698261.11,-180.00
522012.39,7698289.86,-180.00
522015.30,7698298.01,-180.00
522023.45,7698322.67,-180.00
522027.73,7698335.57,-180.00
522029.04,7698339.86,-180.00
522039.48,7698373.82,-180.00
522044.02,7698389.86,-180.00
522050.50,7698412.80,-180.00
522057.52,7698439.86,-180.00
522060.78,7698452.52,-180.00
522069.58,7698489.86,-180.00
522070.31,7698492.99,-180.00
522073.45,7698507.79,-180.00
522079.08,7698534.22,-180.00
522080.16,7698539.86,-180.00
522087.04,7698576.26,-180.00
522089.35,7698589.86,-180.00
522094.18,7698619.12,-180.00
522097.22,7698639.86,-180.00
522100.46,7698662.84,-180.00
522103.81,7698689.86,-180.00
522105.86,7698707.44,-180.00
522109.12,7698739.86,-180.00
522110.34,7698752.96,-180.00
522113.19,7698789.86,-180.00
522113.85,7698799.45,-180.00
522116.04,7698839.86,-180.00
522116.35,7698846.95,-180.00
522117.68,7698889.86,-180.00
522117.80,7698895.50,-180.00
522118.14,7698939.86,-180.00
522117.44,7698983.85,-180.00
522117.42,7698989.86,-180.00
522115.75,7699032.16,-180.00
522115.54,7699039.86,-180.00
522113.04,7699079.45,-180.00
522112.51,7699089.86,-180.00
522109.40,7699125.81,-180.00
522108.35,7699139.86,-180.00
522104.88,7699171.29,-180.00
522103.05,7699189.86,-180.00
522099.56,7699215.97,-180.00
522096.64,7699239.86,-180.00
522093.48,7699259.89,-180.00
522089.10,7699289.86,-180.00
522086.70,7699303.11,-180.00
522080.46,7699339.86,-180.00
522079.27,7699345.68,-180.00
522073.45,7699375.71,-180.00
522071.11,7699387.53,-180.00
522070.68,7699389.86,-180.00
522062.12,7699428.53,-180.00
522059.72,7699439.86,-180.00
522052.57,7699468.99,-180.00
522047.66,7699489.86,-180.00
522042.52,7699508.93,-180.00
522034.49,7699539.86,-180.00
522031.98,7699548.39,-180.00
522023.45,7699578.46,-180.00
522020.89,7699587.30,-180.00
522020.17,7699589.86,-180.00
522009.02,7699625.43,-180.00
522004.63,7699639.86,-180.00
521996.76,7699663.17,-180.00
521987.97,7699689.86,-180.00
521984.11,7699700.52,-180.00
521973.45,7699730.65,-180.00
521971.01,7699737.42,-180.00
521970.15,7699739.86,-180.00
521957.17,7699773.58,-180.00
521951.03,7699789.86,-180.00
521943.02,7699809.43,-180.00
521930.78,7699839.86,-180.00
521928.56,7699844.97,-180.00
521923.45,7699856.94,-180.00
521913.47,7699879.88,-180.00
521909.20,7699889.86,-180.00
521897.94,7699914.35,-180.00
521886.38,7699939.86,-180.00
521882.16,7699948.57,-180.00
521873.45,7699966.77,-180.00
521865.88,7699982.29,-180.00
521862.23,7699989.86,-180.00
521849.08,7700015.49,-180.00
521836.71,7700039.86,-180.00
521832.07,7700048.48,-180.00
521823.45,7700064.67,-180.00
521814.57,7700080.98,-180.00
521809.79,7700089.86,-180.00
521796.60,7700113.01,-180.00
521781.44,7700139.86,-180.00
521778.46,7700144.87,-180.00
521773.45,7700153.36,-180.00
521759.71,7700176.12,-180.00
521751.48,7700189.86,-180.00
521740.65,7700207.06,-180.00
521723.45,7700234.57,-180.00
521721.38,7700237.79,-180.00
521720.07,7700239.86,-180.00
521701.41,7700267.83,-180.00
521686.80,7700289.86,-180.00
521681.33,7700297.75,-180.00
521673.45,7700309.18,-180.00
521660.73,7700327.14,-180.00
521651.78,7700339.86,-180.00
521639.78,7700356.19,-180.00
521623.45,7700378.52,-180.00
521618.58,7700384.99,-180.00
521614.93,7700389.86,-180.00
521596.76,7700413.17,-180.00
521576.02,7700439.86,-180.00
521574.87,7700441.28,-180.00
521573.45,7700443.05,-180.00
521552.23,7700468.64,-180.00
521534.68,7700489.86,-180.00
521529.50,7700495.91,-180.00
521523.45,7700502.98,-180.00
521506.15,7700522.56,-180.00
521490.90,7700539.86,-180.00
521482.57,7700548.99,-180.00
521473.45,7700559.00,-180.00
521458.47,7700574.88,-180.00
521444.35,7700589.86,-180.00
521434.04,7700600.45,-180.00
514973.45,7699855.27,-340.00
514954.26,7699859.04,-340.00
514923.45,7699865.30,-340.00
514897.94,7699865.36,-340.00
514873.45,7699865.32,-340.00
514851.67,7699861.63,-340.00
514823.45,7699856.28,-340.00
514811.02,7699852.29,-340.00
514776.52,7699839.86,-340.00
514774.29,7699839.01,-340.00
514773.45,7699838.66,-340.00
514741.63,7699821.67,-340.00
514723.45,7699811.00,-340.00
514710.77,7699802.53,-340.00
514693.72,7699789.86,-340.00
514673.45,7699773.60,-340.00
514637.81,7699739.86,-340.00
514623.45,7699724.38,-340.00
514594.63,7699689.86,-340.00
514573.45,7699660.85,-340.00
514559.03,7699639.86,-340.00
514537.28,7699603.69,-340.00
514528.86,7699589.86,-340.00
514523.45,7699579.67,-340.00
514502.64,7699539.86,-340.00
514484.76,7699501.17,-340.00
514479.52,7699489.86,-340.00
514473.45,7699475.12,-340.00
514458.61,7699439.86,-340.00
514449.39,7699415.80,-340.00
514439.60,7699389.86,-340.00
514423.45,7699343.56,-340.00
514422.08,7699339.86,-340.00
514421.34,7699337.75,-340.00
514405.11,7699289.86,-340.00
514397.71,7699265.59,-340.00
514389.04,7699239.86,-340.00
514385.63,7699227.67,-340.00
514373.67,7699189.86,-340.00
514373.62,7699189.68,-340.00
514373.45,7699189.08,-340.00
514361.87,7699151.44,-340.00
514357.75,7699139.86,-340.00
514350.17,7699113.13,-340.00
514342.33,7699089.86,-340.00
514338.50,7699074.80,-340.00
514327.57,7699039.86,-340.00
514326.83,7699036.47,-340.00
514323.45,7699024.40,-340.00
514315.45,7698997.86,-340.00
514312.40,7698989.86,-340.00
514304.43,7698958.88,-340.00
514297.91,7698939.86,-340.00
514293.84,7698919.46,-340.00
514285.28,7698889.86,-340.00
514283.96,7698879.34,-340.00
514275.35,7698839.86,-340.00
514275.30,7698838.01,-340.00
514273.45,7698823.27,-340.00
514269.22,7698794.08,-340.00
514268.03,7698789.86,-340.00
514267.67,7698745.63,-340.00
514266.84,7698739.86,-340.00
514273.45,7698701.22,-340.00
514275.08,7698689.86,-340.00
514276.26,7698687.04,-340.00
514292.22,7698639.86,-340.00
514323.45,7698591.85,-340.00
514324.61,7698589.86,-340.00
514332.93,7698580.37,-340.00
514367.64,7698539.86,-340.00
514373.45,7698534.96,-340.00
514407.52,7698505.78,-340.00
514423.45,7698491.84,-340.00
514425.84,7698489.86,-340.00
514473.45,7698458.36,-340.00
514506.19,7698439.86,-340.00
514523.45,7698431.67,-340.00
514535.96,7698427.34,-340.00
514573.45,7698412.07,-340.00
514610.62,7698402.68,-340.00
514623.45,7698398.62,-340.00
514630.60,7698397.01,-340.00
514673.45,7698391.44,-340.00
514674.90,7698391.31,-340.00
514723.45,7698390.55,-340.00
514724.18,7698390.59,-340.00
514773.45,7698395.96,-340.00
514781.12,7698397.53,-340.00
514823.45,7698407.76,-340.00
514851.35,7698417.76,-340.00
514873.45,7698426.18,-340.00
514899.96,7698439.86,-340.00
514923.45,7698451.94,-340.00
514960.92,7698477.33,-340.00
514973.45,7698485.88,-340.00
514978.06,7698489.86,-340.00
515023.45,7698530.36,-340.00
515032.04,7698539.86,-340.00
515073.45,7698589.03,-340.00
515074.02,7698589.86,-340.00
515074.95,7698591.36,-340.00
515105.15,7698639.86,-340.00
515123.45,7698674.24,-340.00
515130.47,7698689.86,-340.00
515134.51,7698700.92,-340.00
515148.94,7698739.86,-340.00
515159.20,7698775.61,-340.00
515163.35,7698789.86,-340.00
515173.45,7698836.45,-340.00
515174.10,7698839.86,-340.00
515174.21,7698840.62,-340.00
515181.23,7698889.86,-340.00
515185.38,7698927.92,-340.00
515186.74,7698939.86,-340.00
515189.79,7698973.51,-340.00
515191.38,7698989.86,-340.00
515193.87,7699019.43,-340.00
515195.72,7699039.86,-340.00
515197.91,7699065.39,-340.00
515200.12,7699089.86,-340.00
515202.07,7699111.23,-340.00
515204.73,7699139.86,-340.00
515206.42,7699156.89,-340.00
515209.61,7699189.86,-340.00
515210.92,7699202.38,-340.00
515214.69,7699239.86,-340.00
515215.49,7699247.81,-340.00
515219.46,7699289.86,-340.00
515222.77,7699339.18,-340.00
515222.82,7699339.86,-340.00
515223.19,7699389.60,-340.00
515223.19,7699389.86,-340.00
515219.83,7699436.25,-340.00
515219.61,7699439.86,-340.00
515213.47,7699479.88,-340.00
515212.02,7699489.86,-340.00
515205.11,7699521.52,-340.00
515201.07,7699539.86,-340.00
515195.22,7699561.63,-340.00
515187.20,7699589.86,-340.00
515183.92,7699600.33,-340.00
515173.45,7699631.07,-340.00
515170.94,7699637.36,-340.00
515169.89,7699639.86,-340.00
515155.36,7699671.77,-340.00
515146.45,7699689.86,-340.00
515138.67,7699705.08,-340.00
515123.45,7699732.14,-340.00
515120.32,7699736.73,-340.00
515118.02,7699739.86,-340.00
515098.69,7699765.10,-340.00
515077.88,7699789.86,-340.00
515073.45,7699794.68,-340.00
515052.85,7699810.45,-340.00
515023.45,7699833.23,-340.00
515009.61,7699839.86,-340.00
511710.15,7698753.15,-380.00
511723.45,7698762.19,-380.00
511759.33,7698789.86,-380.00
511767.42,7698795.88,-380.00
511773.45,7698800.39,-380.00
511794.99,7698818.31,-380.00
511820.74,7698839.86,-380.00
511822.23,7698841.07,-380.00
511823.45,7698842.05,-380.00
511848.73,7698864.57,-380.00
511873.45,7698886.74,-380.00
511875.03,7698888.27,-380.00
511876.66,7698889.86,-380.00
511900.70,7698912.60,-380.00
511923.45,7698934.25,-380.00
511926.23,7698937.07,-380.00
511928.95,7698939.86,-380.00
511951.24,7698962.06,-380.00
511973.45,7698984.32,-380.00
511976.14,7698987.17,-380.00
511978.67,7698989.86,-380.00
512000.59,7699012.71,-380.00
512023.45,7699036.65,-380.00
512024.98,7699038.32,-380.00
512026.38,7699039.86,-380.00
512048.96,7699064.34,-380.00
512072.42,7699089.86,-380.00
512072.91,7699090.39,-380.00
512073.45,7699090.97,-380.00
512096.49,7699116.81,-380.00
512117.00,7699139.86,-380.00
512120.03,7699143.27,-380.00
512123.45,7699147.16,-380.00
512143.25,7699170.05,-380.00
512160.38,7699189.86,-380.00
512166.39,7699196.92,-380.00
512173.45,7699205.27,-380.00
512189.25,7699224.05,-380.00
512202.54,7699239.86,-380.00
512211.95,7699251.35,-380.00
512223.45,7699265.51,-380.00
512234.40,7699278.90,-380.00
512243.34,7699289.86,-380.00
512256.58,7699306.72,-380.00
512273.45,7699328.45,-380.00
512278.49,7699334.81,-380.00
512282.46,7699339.86,-380.00
512300.02,7699363.29,-380.00
512319.56,7699389.86,-380.00
512321.16,7699392.14,-380.00
512323.45,7699395.50,-380.00
512341.81,7699421.49,-380.00
512354.45,7699439.86,-380.00
512361.92,7699451.38,-380.00
512373.45,7699469.87,-380.00
512381.36,7699481.94,-380.00
512386.35,7699489.86,-380.00
512400.10,7699513.20,-380.00
512414.99,7699539.86,-380.00
512417.89,7699545.41,-380.00
512423.45,7699556.74,-380.00
512434.79,7699578.51,-380.00
512440.30,7699589.86,-380.00
512450.61,7699612.69,-380.00
512461.90,7699639.86,-380.00
512465.12,7699648.18,-380.00
512473.45,7699671.90,-380.00
512478.35,7699684.96,-380.00
512479.99,7699689.86,-380.00
512490.33,7699722.97,-380.00
512494.98,7699739.86,-380.00
512500.79,7699762.51,-380.00
512506.84,7699789.86,-380.00
512509.70,7699803.61,-380.00
512516.06,7699839.86,-380.00
512517.11,7699846.19,-380.00
512523.10,7699889.86,-380.00
512523.14,7699890.16,-380.00
512523.45,7699893.02,-380.00
512528.14,7699935.16,-380.00
512528.52,7699939.86,-380.00
512532.07,7699981.23,-380.00
512532.58,7699989.86,-380.00
512535.16,7700028.14,-380.00
512535.69,7700039.86,-380.00
512536.20,7700052.61,-380.00
512538.26,7700089.86,-380.00
512538.88,7700105.30,-380.00
512540.62,7700139.86,-380.00
512542.20,7700171.11,-380.00
512543.07,7700189.86,-380.00
512544.30,7700210.71,-380.00
512545.88,7700239.86,-380.00
512547.69,7700264.10,-380.00
512549.29,7700289.86,-380.00
512551.98,7700318.39,-380.00
512553.54,7700339.86,-380.00
512557.55,7700373.96,-380.00
512558.93,7700389.86,-380.00
512564.94,7700431.35,-380.00
512565.82,7700439.86,-380.00
512573.45,7700482.89,-380.00
512574.57,7700489.86,-380.00
512574.89,7700491.30,-380.00
512584.20,7700539.86,-380.00
512588.09,7700554.51,-380.00
512596.09,7700589.86,-380.00
512606.38,7700622.80,-380.00
512610.90,7700639.86,-380.00
512623.45,7700674.28,-380.00
512628.02,7700689.86,-380.00
512630.51,7700696.92,-380.00
512644.49,7700739.86,-380.00
512657.69,7700774.11,-380.00
512663.28,7700789.86,-380.00
512665.98,7700797.32,-380.00
512673.45,7700814.47,-380.00
512679.40,7700833.90,-380.00
512681.36,7700839.86,-380.00
512691.29,7700872.02,-380.00
512697.27,7700889.86,-380.00
512703.35,7700909.95,-380.00
512713.22,7700939.86,-380.00
512715.50,7700947.80,-380.00
512723.45,7700973.30,-380.00
512726.56,7700986.74,-380.00
512727.32,7700989.86,-380.00
512735.19,7701028.11,-380.00
512737.78,7701039.86,-380.00
512742.92,7701070.38,-380.00
512746.57,7701089.86,-380.00
512749.37,7701113.93,-380.00
512753.04,7701139.86,-380.00
512753.94,7701159.36,-380.00
512756.36,7701189.86,-380.00
512755.60,7701207.70,-380.00
512755.48,7701239.86,-380.00
512752.38,7701260.92,-380.00
512749.26,7701289.86,-380.00
512744.64,7701311.05,-380.00
512736.71,7701339.86,-380.00
512733.34,7701349.76,-380.00
512723.45,7701374.60,-380.00
512718.50,7701384.91,-380.00
512715.99,7701389.86,-380.00
512700.01,7701416.43,-380.00
512685.62,7701439.86,-380.00
512680.69,7701447.11,-380.00
512673.45,7701457.74,-380.00
512659.07,7701475.48,-380.00
512648.23,7701489.86,-380.00
512637.27,7701503.68,-380.00
512623.45,7701522.32,-380.00
512615.33,7701531.74,-380.00
512608.83,7701539.86,-380.00
512593.40,7701559.81,-380.00
512573.45,7701586.60,-380.00
512571.93,7701588.35,-380.00
512570.60,7701589.86,-380.00
512560.87,7701602.43,-380.00
512532.12,7701639.86,-380.00
512523.45,7701653.46,-380.00
512490.64,7701689.86,-380.00
512473.45,7701713.19,-380.00
512435.75,7701739.86,-380.00
512423.45,7701750.45,-380.00
512412.11,7701751.19,-380.00
512373.45,7701755.76,-380.00
512363.41,7701749.89,-380.00
512347.27,7701739.86,-380.00
512331.35,7701731.95,-380.00
512323.45,7701727.04,-380.00
512306.14,7701707.16,-380.00
512294.93,7701689.86,-380.00
512284.80,7701678.50,-380.00
512273.45,7701659.58,-380.00
512266.92,7701646.38,-380.00
512264.99,7701639.86,-380.00
512261.58,7701627.99,-380.00
512246.51,7701589.86,-380.00
512239.09,7701555.50,-380.00
512233.75,7701539.86,-380.00
512228.61,7701495.02,-380.00
512227.32,7701489.86,-380.00
512228.05,7701444.46,-380.00
512227.54,7701439.86,-380.00
512233.63,7701400.04,-380.00
512234.28,7701389.86,-380.00
512242.41,7701358.82,-380.00
512246.85,7701339.86,-380.00
512253.23,7701319.64,-380.00
512263.66,7701289.86,-380.00
512265.98,7701282.39,-380.00
512273.45,7701262.85,-380.00
512279.99,7701246.40,-380.00
512282.79,7701239.86,-380.00
512288.37,7701224.93,-380.00
512300.80,7701189.86,-380.00
512312.51,7701150.79,-380.00
512315.56,7701139.86,-380.00
512323.45,7701104.66,-380.00
512327.16,7701089.86,-380.00
512328.06,7701085.24,-380.00
512335.43,7701039.86,-380.00
512337.00,7701026.31,-380.00
512338.85,7700989.86,-380.00
512339.16,7700974.14,-380.00
512335.95,7700939.86,-380.00
512334.89,7700928.41,-380.00
512324.12,7700889.86,-380.00
512324.00,7700889.31,-380.00
512323.45,7700888.26,-380.00
512309.63,7700853.67,-380.00
512299.22,7700839.86,-380.00
512289.35,7700823.95,-380.00
512273.45,7700810.90,-380.00
512263.15,7700800.15,-380.00
512244.68,7700789.86,-380.00
512232.02,7700781.28,-380.00
512223.45,7700778.68,-380.00
512195.18,7700768.12,-380.00
512173.45,7700765.31,-380.00
512150.51,7700762.79,-380.00
512123.45,7700764.03,-380.00
512095.52,7700767.78,-380.00
512073.45,7700772.73,-380.00
512026.98,7700789.86,-380.00
512023.45,7700791.06,-380.00
512020.74,7700792.56,-380.00
511973.45,7700819.50,-380.00
511948.16,7700839.86,-380.00
511923.45,7700860.04,-380.00
511895.68,7700889.86,-380.00
511873.45,7700915.73,-380.00
511855.87,7700939.86,-380.00
511825.36,7700987.94,-380.00
511824.11,7700989.86,-380.00
511823.45,7700991.05,-380.00
511795.95,7701039.86,-380.00
511773.45,7701082.19,-380.00
511768.55,7701089.86,-380.00
511757.51,7701105.79,-380.00
511734.45,7701139.86,-380.00
511723.45,7701154.46,-380.00
511683.98,7701189.86,-380.00
511673.45,7701198.47,-380.00
511658.14,7701205.16,-380.00
511623.45,7701221.66,-380.00
511586.66,7701226.65,-380.00
511573.45,7701228.97,-380.00
511538.74,7701224.56,-380.00
511523.45,7701223.07,-380.00
511498.89,7701214.41,-380.00
511473.45,7701205.53,-380.00
511463.26,7701200.04,-380.00
511445.27,7701189.86,-380.00
511431.41,7701181.90,-380.00
511423.45,7701176.96,-380.00
511402.11,7701161.19,-380.00
511375.67,7701139.86,-380.00
511374.45,7701138.85,-380.00
511373.45,7701137.93,-380.00
511348.58,7701114.73,-380.00
511323.65,7701089.86,-380.00
511323.55,7701089.75,-380.00
511323.45,7701089.63,-380.00
511283.51,7701049.92,-380.00
511273.45,7701039.91,-380.00
511273.38,7701039.86,-380.00
511245.92,7701017.38,-380.00
511223.45,7701002.66,-380.00
511215.38,7700997.92,-380.00
511196.38,7700989.86,-380.00
511180.52,7700982.79,-380.00
511173.45,7700980.66,-380.00
511141.88,7700971.43,-380.00
511123.45,7700968.16,-380.00
511098.74,7700965.15,-380.00
511073.45,7700960.27,-380.00
511041.02,7700957.44,-380.00
511023.45,7700954.60,-380.00
510984.61,7700951.02,-380.00
510973.45,7700949.16,-380.00
510926.16,7700942.57,-380.00
510923.45,7700942.01,-380.00
510913.72,7700939.86,-380.00
510873.45,7700931.88,-380.00
510862.78,7700929.19,-380.00
510823.45,7700917.69,-380.00
510788.19,7700904.61,-380.00
510773.45,7700898.80,-380.00
510754.90,7700889.86,-380.00
510723.45,7700875.68,-380.00
510692.70,7700859.11,-380.00
510673.45,7700848.57,-380.00
510659.75,7700839.86,-380.00
510623.45,7700817.97,-380.00
510582.64,7700789.86,-380.00
510573.45,7700783.82,-380.00
510549.24,7700765.65,-380.00
510523.45,7700746.19,-380.00
510516.08,7700739.86,-380.00
510473.45,7700704.25,-380.00
510458.30,7700689.86,-380.00
510423.45,7700656.40,-380.00
510408.21,7700639.86,-380.00
510373.45,7700599.47,-380.00
510365.91,7700589.86,-380.00
510348.67,7700565.08,-380.00
510330.88,7700539.86,-380.00
510323.45,7700527.64,-380.00
510300.91,7700489.86,-380.00
510276.39,7700442.80,-380.00
510274.86,7700439.86,-380.00
510274.43,7700438.88,-380.00
510273.45,7700436.77,-380.00
510258.24,7700405.06,-380.00
510250.71,7700389.86,-380.00
510242.72,7700370.58,-380.00
510229.10,7700339.86,-380.00
510227.63,7700335.67,-380.00
510223.45,7700324.81,-380.00
510213.43,7700299.87,-380.00
510209.16,7700289.86,-380.00
510200.28,7700263.02,-380.00
514973.45,7699651.46,-350.00
514945.08,7699661.49,-350.00
514923.45,7699668.98,-350.00
514902.49,7699668.91,-350.00
514873.45,7699668.82,-350.00
514842.29,7699658.70,-350.00
514823.45,7699652.66,-350.00
514802.37,7699639.86,-350.00
514773.45,7699619.44,-350.00
514743.52,7699589.86,-350.00
514723.45,7699566.49,-350.00
514704.76,7699539.86,-350.00
514677.37,7699493.78,-350.00
514675.05,7699489.86,-350.00
514673.45,7699486.65,-350.00
514652.70,7699439.86,-350.00
514639.92,7699406.33,-350.00
514633.82,7699389.86,-350.00
514623.45,7699357.65,-350.00
514618.08,7699339.86,-350.00
514616.07,7699332.49,-350.00
514605.23,7699289.86,-350.00
514599.77,7699263.53,-350.00
514594.09,7699239.86,-350.00
514591.07,7699222.23,-350.00
514584.41,7699189.86,-350.00
514583.09,7699180.21,-350.00
514576.17,7699139.86,-350.00
514575.92,7699137.38,-350.00
514573.45,7699119.20,-350.00
514570.20,7699093.11,-350.00
514569.68,7699089.86,-350.00
514565.98,7699047.32,-350.00
514565.07,7699039.86,-350.00
514563.39,7698999.91,-350.00
514562.60,7698989.86,-350.00
514563.11,7698950.19,-350.00
514562.85,7698939.86,-350.00
514566.30,7698897.00,-350.00
514566.59,7698889.86,-350.00
514567.30,7698883.71,-350.00
514573.45,7698847.85,-350.00
514574.62,7698841.03,-350.00
514574.90,7698839.86,-350.00
514585.50,7698801.91,-350.00
514589.81,7698789.86,-350.00
514599.56,7698765.97,-350.00
514612.95,7698739.86,-350.00
514616.73,7698733.14,-350.00
514623.45,7698723.63,-350.00
514637.82,7698704.23,-350.00
514651.05,7698689.86,-350.00
514662.17,7698678.58,-350.00
514673.45,7698669.53,-350.00
514690.95,7698657.36,-350.00
514723.30,7698639.86,-350.00
514723.40,7698639.81,-350.00
514723.45,7698639.79,-350.00
514763.17,7698629.58,-350.00
514773.45,7698627.88,-350.00
514811.51,7698627.92,-350.00
514823.45,7698628.65,-350.00
514866.97,7698639.86,-350.00
514873.45,7698641.67,-350.00
514877.50,7698643.92,-350.00
514923.45,7698669.98,-350.00
514946.43,7698689.86,-350.00
514973.45,7698717.23,-350.00
514989.46,7698739.86,-350.00
515010.25,7698776.66,-350.00
515017.73,7698789.86,-350.00
515023.45,7698803.10,-350.00
515035.57,7698839.86,-350.00
515039.34,7698855.76,-350.00
515047.67,7698889.86,-350.00
515051.63,7698911.67,-350.00
515056.56,7698939.86,-350.00
515058.64,7698954.66,-350.00
515063.52,7698989.86,-350.00
515064.57,7698998.73,-350.00
515069.64,7699039.86,-350.00
515070.02,7699043.28,-350.00
515073.45,7699071.21,-350.00
515075.14,7699088.16,-350.00
515075.33,7699089.86,-350.00
515079.95,7699133.35,-350.00
515080.70,7699139.86,-350.00
515085.08,7699178.22,-350.00
515086.55,7699189.86,-350.00
515090.41,7699222.89,-350.00
515092.70,7699239.86,-350.00
515095.60,7699267.70,-350.00
515098.45,7699289.86,-350.00
515100.95,7699317.37,-350.00
515102.50,7699339.86,-350.00
