x-coord,y-coord,z-coord
521339.69,7701589.86,-200.00
521323.45,7701597.96,-200.00
521316.51,7701596.79,-200.00
521300.38,7701589.86,-200.00
521281.50,7701581.80,-200.00
521273.45,7701578.35,-200.00
521247.25,7701566.06,-200.00
521223.45,7701554.84,-200.00
521213.56,7701549.74,-200.00
521194.45,7701539.86,-200.00
521180.57,7701532.74,-200.00
521173.45,7701529.06,-200.00
521148.34,7701514.96,-200.00
521123.45,7701500.91,-200.00
521116.59,7701496.71,-200.00
521105.48,7701489.86,-200.00
521085.59,7701477.71,-200.00
521073.45,7701470.26,-200.00
521055.18,7701458.12,-200.00
521027.87,7701439.86,-200.00
521025.21,7701438.09,-200.00
521023.45,7701436.92,-200.00
520996.06,7701417.24,-200.00
520973.45,7701400.91,-200.00
520967.23,7701396.07,-200.00
520959.30,7701389.86,-200.00
520939.08,7701374.22,-200.00
520923.45,7701362.07,-200.00
520911.35,7701351.96,-200.00
520896.95,7701339.86,-200.00
520873.45,7701320.35,-200.00
520839.38,7701289.86,-200.00
520823.45,7701275.77,-200.00
520785.65,7701239.86,-200.00
520773.45,7701228.44,-200.00
520734.95,7701189.86,-200.00
520723.45,7701178.55,-200.00
520686.56,7701139.86,-200.00
520673.45,7701126.42,-200.00
520639.88,7701089.86,-200.00
520623.45,7701072.46,-200.00
520594.37,7701039.86,-200.00
520573.45,7701017.13,-200.00
520549.62,7700989.86,-200.00
520523.45,7700960.93,-200.00
520505.27,7700939.86,-200.00
520473.45,7700904.30,-200.00
520461.06,7700889.86,-200.00
520423.45,7700847.61,-200.00
520416.80,7700839.86,-200.00
520373.45,7700791.07,-200.00
520372.40,7700789.86,-200.00
520364.02,7700780.43,-200.00
520328.04,7700739.86,-200.00
520323.45,7700734.82,-200.00
520283.55,7700689.86,-200.00
520273.45,7700678.75,-200.00
520238.96,7700639.86,-200.00
520223.45,7700622.72,-200.00
520194.39,7700589.86,-200.00
520173.45,7700566.53,-200.00
520150.00,7700539.86,-200.00
520123.45,7700509.96,-200.00
520105.95,7700489.86,-200.00
520073.45,7700452.76,-200.00
520062.35,7700439.86,-200.00
520023.45,7700394.72,-200.00
520019.32,7700389.86,-200.00
519996.61,7700363.02,-200.00
519977.06,7700339.86,-200.00
519973.45,7700335.56,-200.00
519935.63,7700289.86,-200.00
519923.45,7700275.07,-200.00
519894.90,7700239.86,-200.00
519873.45,7700213.25,-200.00
519854.86,7700189.86,-200.00
519823.45,7700150.07,-200.00
519815.48,7700139.86,-200.00
519788.15,7700104.56,-200.00
519776.79,7700089.86,-200.00
519773.45,7700085.51,-200.00
519738.74,7700039.86,-200.00
519723.45,7700019.70,-200.00
519701.03,7699989.86,-200.00
519673.45,7699953.17,-200.00
519663.51,7699939.86,-200.00
519633.76,7699900.17,-200.00
519626.04,7699889.86,-200.00
519623.45,7699886.41,-200.00
519588.48,7699839.86,-200.00
519573.45,7699820.05,-200.00
519550.51,7699789.86,-200.00
519523.45,7699754.69,-200.00
519511.98,7699739.86,-200.00
519473.45,7699690.79,-200.00
519472.71,7699689.86,-200.00
519469.64,7699686.05,-200.00
519432.50,7699639.86,-200.00
519423.45,7699628.77,-200.00
519391.19,7699589.86,-200.00
519373.45,7699568.78,-200.00
519348.63,7699539.86,-200.00
519323.45,7699510.90,-200.00
519304.71,7699489.86,-200.00
519273.45,7699455.14,-200.00
519259.31,7699439.86,-200.00
519223.45,7699401.43,-200.00
519212.32,7699389.86,-200.00
519173.45,7699349.66,-200.00
519163.66,7699339.86,-200.00
519123.45,7699299.69,-200.00
519113.26,7699289.86,-200.00
519073.45,7699251.38,-200.00
519061.10,7699239.86,-200.00
519023.45,7699204.58,-200.00
519007.18,7699189.86,-200.00
518989.54,7699173.76,-200.00
518973.45,7699159.12,-200.00
518963.20,7699150.11,-200.00
518951.56,7699139.86,-200.00
518936.68,7699126.63,-200.00
518923.45,7699114.87,-200.00
518909.98,7699103.32,-200.00
518894.34,7699089.86,-200.00
518883.16,7699080.14,-200.00
518873.45,7699071.69,-200.00
518856.14,7699057.16,-200.00
518835.65,7699039.86,-200.00
518830.66,7699032.64,-200.00
518823.45,7699010.09,-200.00
518818.04,7698995.27,-200.00
518816.92,7698989.86,-200.00
518809.96,7698953.34,-200.00
518807.34,7698939.86,-200.00
518803.82,7698920.23,-200.00
518798.46,7698889.86,-200.00
518793.58,7698859.99,-200.00
518790.36,7698839.86,-200.00
518788.27,7698825.03,-200.00
518783.11,7698789.86,-200.00
518782.06,7698781.24,-200.00
518776.76,7698739.86,-200.00
518776.45,7698736.85,-200.00
518773.45,7698709.03,-200.00
518771.58,7698691.72,-200.00
518771.37,7698689.86,-200.00
518767.51,7698645.79,-200.00
518766.96,7698639.86,-200.00
518764.25,7698599.05,-200.00
518763.59,7698589.86,-200.00
518761.86,7698551.45,-200.00
518761.27,7698539.86,-200.00
518760.37,7698502.93,-200.00
518759.98,7698489.86,-200.00
518759.86,7698453.44,-200.00
518759.74,7698439.86,-200.00
518760.38,7698402.93,-200.00
518760.52,7698389.86,-200.00
518761.96,7698351.34,-200.00
518762.31,7698339.86,-200.00
518764.67,7698298.64,-200.00
518765.10,7698289.86,-200.00
518765.63,7698282.04,-200.00
518768.87,7698239.86,-200.00
518769.24,7698235.65,-200.00
518773.45,7698191.64,-200.00
518773.60,7698190.01,-200.00
518773.62,7698189.86,-200.00
518778.70,7698145.12,-200.00
518779.37,7698139.86,-200.00
518784.49,7698100.91,-200.00
518786.10,7698089.86,-200.00
518790.95,7698057.36,-200.00
518793.81,7698039.86,-200.00
518798.04,7698014.45,-200.00
518802.53,7697989.86,-200.00
518805.78,7697972.19,-200.00
518812.26,7697939.86,-200.00
518814.13,7697930.55,-200.00
518823.04,7697889.86,-200.00
518823.12,7697889.53,-200.00
518823.45,7697888.14,-200.00
518832.67,7697849.09,-200.00
518835.04,7697839.86,-200.00
518842.82,7697809.24,-200.00
518848.16,7697789.86,-200.00
518853.57,7697769.98,-200.00
518862.42,7697739.86,-200.00
518873.45,7697703.97,-200.00
518876.80,7697693.21,-200.00
518877.92,7697689.86,-200.00
518880.30,7697683.01,-200.00
518894.77,7697639.86,-200.00
518907.03,7697606.27,-200.00
518912.84,7697589.86,-200.00
518923.45,7697562.14,-200.00
518932.25,7697539.86,-200.00
518938.72,7697524.58,-200.00
518953.06,7697489.86,-200.00
518973.45,7697443.52,-200.00
518975.11,7697439.86,-200.00
518976.65,7697436.65,-200.00
518998.69,7697389.86,-200.00
519006.69,7697373.10,-200.00
519023.44,7697339.86,-200.00
519023.44,7697339.85,-200.00
519023.45,7697339.84,-200.00
519040.48,7697306.89,-200.00
519049.72,7697289.86,-200.00
519057.94,7697274.35,-200.00
519073.45,7697246.43,-200.00
519075.79,7697242.20,-200.00
519077.16,7697239.86,-200.00
519093.89,7697210.31,-200.00
519106.00,7697189.86,-200.00
519112.38,7697178.79,-200.00
519123.45,7697160.39,-200.00
519131.16,7697147.57,-200.00
519136.00,7697139.86,-200.00
519150.19,7697116.60,-200.00
519167.16,7697089.86,-200.00
519169.56,7697085.97,-200.00
519173.45,7697079.90,-200.00
519189.10,7697055.52,-200.00
519199.53,7697039.86,-200.00
519208.92,7697025.33,-200.00
519223.45,7697003.64,-200.00
519228.99,7696995.40,-200.00
519232.84,7696989.86,-200.00
519249.20,7696965.61,-200.00
519267.13,7696939.86,-200.00
519269.68,7696936.09,-200.00
519273.45,7696930.68,-200.00
519290.27,7696906.68,-200.00
519302.40,7696889.86,-200.00
519311.06,7696877.47,-200.00
519323.45,7696860.24,-200.00
519332.01,7696848.42,-200.00
519338.38,7696839.86,-200.00
519353.07,7696819.48,-200.00
519373.45,7696791.90,-200.00
519374.32,7696790.73,-200.00
519374.99,7696789.86,-200.00
519395.60,7696762.01,-200.00
519412.38,7696739.86,-200.00
519417.06,7696733.47,-200.00
519423.45,7696724.95,-200.00
519438.58,7696704.99,-200.00
519450.29,7696689.86,-200.00
519460.20,7696676.61,-200.00
519473.45,7696659.26,-200.00
519481.91,7696648.32,-200.00
519488.59,7696639.86,-200.00
519503.66,7696620.07,-200.00
519523.45,7696594.58,-200.00
519525.53,7696591.94,-200.00
519527.20,7696589.86,-200.00
519547.39,7696563.80,-200.00
519566.25,7696539.86,-200.00
519569.35,7696535.76,-200.00
519573.45,7696530.46,-200.00
519591.31,7696507.73,-200.00
519605.58,7696489.86,-200.00
519613.34,7696479.75,-200.00
519623.45,7696466.81,-200.00
519635.40,7696451.81,-200.00
519645.06,7696439.86,-200.00
519657.47,7696423.88,-200.00
519673.45,7696403.63,-200.00
519679.60,7696396.01,-200.00
519684.62,7696389.86,-200.00
519701.71,7696368.12,-200.00
519723.45,7696340.83,-200.00
519723.88,7696340.29,-200.00
519724.24,7696339.86,-200.00
519746.02,7696312.43,-200.00
519764.17,7696289.86,-200.00
519768.21,7696284.62,-200.00
519773.45,7696277.91,-200.00
519790.38,7696256.79,-200.00
519804.13,7696239.86,-200.00
519823.45,7696215.20,-200.00
519844.08,7696189.86,-200.00
519873.45,7696152.71,-200.00
519884.02,7696139.86,-200.00
519923.45,7696090.41,-200.00
519923.90,7696089.86,-200.00
519925.80,7696087.51,-200.00
519964.10,7696039.86,-200.00
519973.45,7696027.85,-200.00
519990.43,7696006.84,-200.00
520004.29,7695989.86,-200.00
520012.68,7695979.10,-200.00
520023.45,7695965.45,-200.00
520034.95,7695951.36,-200.00
520044.43,7695939.86,-200.00
520057.22,7695923.63,-200.00
520073.45,7695903.23,-200.00
520079.49,7695895.90,-200.00
520084.53,7695889.86,-200.00
520101.77,7695868.19,-200.00
520123.45,7695841.19,-200.00
520124.05,7695840.46,-200.00
520124.56,7695839.86,-200.00
520146.35,7695812.76,-200.00
520164.90,7695789.86,-200.00
520168.63,7695785.04,-200.00
520173.45,7695778.86,-200.00
520190.93,7695757.34,-200.00
520205.23,7695739.86,-200.00
520213.22,7695729.63,-200.00
520223.45,7695716.63,-200.00
520235.51,7695701.93,-200.00
520245.48,7695689.86,-200.00
520257.81,7695674.22,-200.00
520273.45,7695654.51,-200.00
520280.09,7695646.50,-200.00
520285.62,7695639.86,-200.00
520302.38,7695618.79,-200.00
520323.45,7695592.45,-200.00
520324.63,7695591.04,-200.00
520325.62,7695589.86,-200.00
520346.92,7695563.33,-200.00
520365.85,7695539.86,-200.00
520369.15,7695535.56,-200.00
520373.45,7695530.00,-200.00
520391.41,7695507.82,-200.00
520406.00,7695489.86,-200.00
520413.61,7695480.03,-200.00
520423.45,7695467.38,-200.00
520435.82,7695452.23,-200.00
520445.94,7695439.86,-200.00
520458.00,7695424.41,-200.00
520473.45,7695404.64,-200.00
520480.12,7695396.53,-200.00
520485.62,7695389.86,-200.00
520502.26,7695368.68,-200.00
520523.45,7695341.72,-200.00
520524.29,7695340.70,-200.00
520524.99,7695339.86,-200.00
520546.38,7695312.79,-200.00
520564.49,7695289.86,-200.00
520568.34,7695284.75,-200.00
520573.45,7695277.96,-200.00
520590.32,7695256.73,-200.00
520603.70,7695239.86,-200.00
520612.21,7695228.62,-200.00
520623.45,7695213.72,-200.00
520634.04,7695200.45,-200.00
520642.47,7695189.86,-200.00
520655.84,7695172.26,-200.00
520673.45,7695148.99,-200.00
520677.51,7695143.93,-200.00
520680.76,7695139.86,-200.00
520699.22,7695115.63,-200.00
520718.76,7695089.86,-200.00
520720.73,7695087.14,-200.00
520723.45,7695083.36,-200.00
520742.30,7695058.71,-200.00
520756.62,7695039.86,-200.00
520763.69,7695030.10,-200.00
520773.45,7695016.55,-200.00
520785.04,7695001.45,-200.00
520793.86,7694989.86,-200.00
520806.31,7694972.72,-200.00
520823.45,7694948.92,-200.00
520827.39,7694943.80,-200.00
520830.40,7694939.86,-200.00
520848.54,7694914.95,-200.00
520866.63,7694889.86,-200.00
520869.40,7694885.82,-200.00
520873.45,7694879.88,-200.00
520890.34,7694856.75,-200.00
520902.53,7694839.86,-200.00
520911.06,7694827.47,-200.00
520923.45,7694809.29,-200.00
520931.67,7694798.08,-200.00
520937.62,7694789.86,-200.00
520952.25,7694768.67,-200.00
520971.91,7694739.86,-200.00
520972.51,7694738.92,-200.00
520973.45,7694737.47,-200.00
520992.93,7694709.34,-200.00
521006.24,7694689.86,-200.00
521013.03,7694679.44,-200.00
521023.45,7694663.25,-200.00
521033.05,7694649.46,-200.00
521039.64,7694639.86,-200.00
521053.01,7694619.42,-200.00
521072.07,7694589.86,-200.00
521072.59,7694589.00,-200.00
521073.45,7694587.60,-200.00
521092.39,7694558.80,-200.00
521104.65,7694539.86,-200.00
521111.82,7694528.23,-200.00
521123.45,7694509.11,-200.00
521131.12,7694497.53,-200.00
521136.13,7694489.86,-200.00
521150.43,7694466.84,-200.00
521166.93,7694439.86,-200.00
521169.32,7694435.73,-200.00
521173.45,7694428.54,-200.00
521188.36,7694404.77,-200.00
521197.55,7694389.86,-200.00
521207.13,7694373.54,-200.00
521223.45,7694345.27,-200.00
521225.55,7694341.96,-200.00
521226.86,7694339.86,-200.00
521244.22,7694310.63,-200.00
521256.33,7694289.86,-200.00
521262.44,7694278.85,-200.00
521273.45,7694258.67,-200.00
521280.53,7694246.94,-200.00
521284.72,7694239.86,-200.00
521298.68,7694215.09,-200.00
521312.62,7694189.86,-200.00
521316.36,7694182.77,-200.00
521323.45,7694169.04,-200.00
521334.10,7694150.51,-200.00
521340.09,7694139.86,-200.00
521351.73,7694118.14,-200.00
521366.57,7694089.86,-200.00
521368.86,7694085.27,-200.00
521373.45,7694075.91,-200.00
521386.22,7694052.63,-200.00
521393.06,7694039.86,-200.00
521403.35,7694019.76,-200.00
521418.28,7693989.86,-200.00
521419.95,7693986.36,-200.00
521423.45,7693978.85,-200.00
521436.88,7693953.29,-200.00
521443.76,7693939.86,-200.00
521453.51,7693919.92,-200.00
521467.84,7693889.86,-200.00
521469.59,7693886.01,-200.00
521473.45,7693877.34,-200.00
521486.04,7693852.45,-200.00
521492.21,7693839.86,-200.00
521502.20,7693818.61,-200.00
521515.32,7693789.86,-200.00
521517.80,7693784.21,-200.00
521523.45,7693770.89,-200.00
521533.63,7693750.04,-200.00
521538.42,7693739.86,-200.00
521549.35,7693715.76,-200.00
515327.87,7695135.43,-280.00
515330.16,7695139.86,-280.00
515345.25,7695168.06,-280.00
515356.49,7695189.86,-280.00
515362.38,7695200.92,-280.00
515373.45,7695222.49,-280.00
515379.34,7695233.96,-280.00
515382.25,7695239.86,-280.00
515396.18,7695267.12,-280.00
515407.34,7695289.86,-280.00
515412.77,7695300.54,-280.00
515423.45,7695322.41,-280.00
515429.17,7695334.13,-280.00
515431.86,7695339.86,-280.00
515445.44,7695367.86,-280.00
515455.68,7695389.86,-280.00
515461.45,7695401.85,-280.00
515473.45,7695427.82,-280.00
515477.25,7695436.05,-280.00
515478.93,7695439.86,-280.00
515492.91,7695470.39,-280.00
515501.44,7695489.86,-280.00
515508.30,7695505.00,-280.00
515523.42,7695539.86,-280.00
515523.43,7695539.87,-280.00
515523.45,7695539.92,-280.00
515538.44,7695574.87,-280.00
515544.57,7695589.86,-280.00
515553.15,7695610.15,-280.00
515565.14,7695639.86,-280.00
515567.58,7695645.72,-280.00
515573.45,7695660.46,-280.00
515581.81,7695681.49,-280.00
515584.98,7695689.86,-280.00
515595.79,7695717.51,-280.00
515604.09,7695739.86,-280.00
515609.46,7695753.85,-280.00
515622.59,7695789.86,-280.00
515622.82,7695790.48,-280.00
515623.45,7695792.22,-280.00
515635.97,7695827.33,-280.00
515640.21,7695839.86,-280.00
515648.79,7695864.51,-280.00
515657.15,7695889.86,-280.00
515661.27,7695902.03,-280.00
515673.44,7695939.86,-280.00
515673.44,7695939.86,-280.00
515673.45,7695939.89,-280.00
515685.30,7695978.00,-280.00
515688.78,7695989.86,-280.00
515696.79,7696016.51,-280.00
515703.42,7696039.86,-280.00
515707.91,7696055.39,-280.00
515717.36,7696089.86,-280.00
515718.67,7696094.63,-280.00
515723.45,7696112.77,-280.00
515729.05,7696134.25,-280.00
515730.43,7696139.86,-280.00
515739.00,7696174.30,-280.00
515742.66,7696189.86,-280.00
515748.54,7696214.77,-280.00
515754.16,7696239.86,-280.00
515757.66,7696255.64,-280.00
515764.93,7696289.86,-280.00
515766.39,7696296.91,-280.00
515773.45,7696332.18,-280.00
515774.71,7696338.59,-280.00
515774.94,7696339.86,-280.00
515782.47,7696380.83,-280.00
515784.05,7696389.86,-280.00
515789.79,7696423.51,-280.00
515792.44,7696439.86,-280.00
515796.66,7696466.64,-280.00
515800.15,7696489.86,-280.00
515803.08,7696510.22,-280.00
515807.15,7696539.86,-280.00
515809.03,7696554.27,-280.00
515813.43,7696589.86,-280.00
515818.34,7696634.76,-280.00
515818.93,7696639.86,-280.00
515823.45,7696688.81,-280.00
515823.54,7696689.86,-280.00
515823.54,7696689.95,-280.00
515826.91,7696739.86,-280.00
515828.85,7696784.45,-280.00
515828.98,7696789.86,-280.00
515828.92,7696795.33,-280.00
515829.43,7696839.86,-280.00
515829.11,7696845.52,-280.00
515827.83,7696889.86,-280.00
515827.39,7696893.80,-280.00
515823.71,7696939.86,-280.00
515823.67,7696940.08,-280.00
515823.45,7696941.61,-280.00
515816.89,7696983.30,-280.00
515816.13,7696989.86,-280.00
515814.27,7696999.03,-280.00
515804.79,7697039.86,-280.00
515796.78,7697066.52,-280.00
515789.22,7697089.86,-280.00
515773.45,7697128.70,-280.00
515768.90,7697139.86,-280.00
515764.57,7697148.73,-280.00
515743.92,7697189.86,-280.00
515723.45,7697225.84,-280.00
515715.57,7697239.86,-280.00
515704.11,7697259.19,-280.00
515685.62,7697289.86,-280.00
515673.45,7697309.95,-280.00
515655.83,7697339.86,-280.00
515633.45,7697379.85,-280.00
515627.71,7697389.86,-280.00
515623.45,7697397.97,-280.00
515602.17,7697439.86,-280.00
515586.08,7697477.23,-280.00
515580.35,7697489.86,-280.00
515578.37,7697494.79,-280.00
515573.45,7697509.01,-280.00
515565.23,7697531.64,-280.00
515562.75,7697539.86,-280.00
515559.42,7697553.88,-280.00
515549.72,7697589.86,-280.00
515545.39,7697611.80,-280.00
515541.10,7697639.86,-280.00
515539.25,7697655.67,-280.00
515536.55,7697689.86,-280.00
515536.02,7697702.43,-280.00
515535.64,7697739.86,-280.00
515535.94,7697752.35,-280.00
515537.90,7697789.86,-280.00
515539.16,7697805.58,-280.00
515542.82,7697839.86,-280.00
515545.64,7697862.05,-280.00
515549.88,7697889.86,-280.00
515555.07,7697921.49,-280.00
515558.56,7697939.86,-280.00
515566.95,7697983.36,-280.00
515568.37,7697989.86,-280.00
515573.45,7698013.59,-280.00
515579.10,7698039.86,-280.00
515580.54,7698046.95,-280.00
515590.41,7698089.86,-280.00
515594.96,7698111.37,-280.00
515601.79,7698139.86,-280.00
515609.59,7698176.00,-280.00
515612.98,7698189.86,-280.00
515623.45,7698238.12,-280.00
515623.83,7698239.86,-280.00
515623.92,7698240.34,-280.00
515634.91,7698289.86,-280.00
515637.59,7698304.00,-280.00
515645.42,7698339.86,-280.00
515650.41,7698366.83,-280.00
515655.34,7698389.86,-280.00
515662.32,7698428.73,-280.00
515664.64,7698439.86,-280.00
515673.29,7698489.70,-280.00
515673.32,7698489.86,-280.00
515673.45,7698490.59,-280.00
515682.26,7698539.86,-280.00
515683.79,7698550.20,-280.00
515690.61,7698589.86,-280.00
515693.43,7698609.84,-280.00
515698.33,7698639.86,-280.00
515702.17,7698668.58,-280.00
515705.44,7698689.86,-280.00
515710.03,7698726.44,-280.00
515711.95,7698739.86,-280.00
515717.05,7698783.47,-280.00
515717.90,7698789.86,-280.00
515723.35,7698839.76,-280.00
515723.36,7698839.86,-280.00
515723.45,7698840.70,-280.00
515729.14,7698889.86,-280.00
515733.56,7698929.75,-280.00
515734.58,7698939.86,-280.00
515738.23,7698975.07,-280.00
515739.66,7698989.86,-280.00
515742.57,7699020.74,-280.00
515744.26,7699039.86,-280.00
515746.42,7699066.88,-280.00
515748.16,7699089.86,-280.00
515749.58,7699113.72,-280.00
515751.05,7699139.86,-280.00
515751.78,7699161.53,-280.00
515752.67,7699189.86,-280.00
515752.70,7699210.60,-280.00
515752.76,7699239.86,-280.00
515752.01,7699261.30,-280.00
515751.10,7699289.86,-280.00
515749.40,7699315.81,-280.00
515747.66,7699339.86,-280.00
515745.58,7699361.99,-280.00
515742.71,7699389.86,-280.00
515740.78,7699407.20,-280.00
515736.78,7699439.86,-280.00
515735.37,7699451.78,-280.00
515730.38,7699489.86,-280.00
515729.61,7699496.02,-280.00
515723.67,7699539.86,-280.00
515723.65,7699540.06,-280.00
515723.45,7699541.46,-280.00
515718.21,7699584.63,-280.00
515717.54,7699589.86,-280.00
515712.28,7699628.69,-280.00
515710.73,7699639.86,-280.00
515705.74,7699672.15,-280.00
515702.99,7699689.86,-280.00
515698.59,7699715.00,-280.00
515694.24,7699739.86,-280.00
515690.82,7699757.23,-280.00
515684.37,7699789.86,-280.00
515682.41,7699798.82,-280.00
515673.45,7699838.99,-280.00
515673.30,7699839.71,-280.00
515673.27,7699839.86,-280.00
515664.35,7699880.76,-280.00
515662.33,7699889.86,-280.00
515654.97,7699921.38,-280.00
515650.56,7699939.86,-280.00
515645.31,7699961.72,-280.00
515638.36,7699989.86,-280.00
515635.47,7700001.88,-280.00
515626.11,7700039.86,-280.00
515625.61,7700042.02,-280.00
515623.45,7700050.90,-280.00
515616.51,7700082.92,-280.00
515615.26,7700089.86,-280.00
515608.49,7700124.90,-280.00
515606.32,7700139.86,-280.00
515602.70,7700169.11,-280.00
515600.53,7700189.86,-280.00
515602.21,7700218.62,-280.00
515601.91,7700239.86,-280.00
515618.98,7700285.39,-280.00
515619.83,7700289.86,-280.00
515623.45,7700293.72,-280.00
515631.76,7700298.18,-280.00
515673.45,7700324.17,-280.00
515718.16,7700339.86,-280.00
515723.45,7700341.42,-280.00
515725.72,7700342.13,-280.00
515773.45,7700354.34,-280.00
515794.79,7700361.20,-280.00
515823.45,7700368.64,-280.00
515867.44,7700383.85,-280.00
515873.45,7700385.56,-280.00
515884.86,7700389.86,-280.00
515913.16,7700400.14,-280.00
515923.45,7700405.11,-280.00
515948.32,7700414.98,-280.00
515973.45,7700428.42,-280.00
515981.38,7700431.92,-280.00
515994.64,7700439.86,-280.00
516013.22,7700450.08,-280.00
516023.45,7700457.43,-280.00
516043.52,7700469.78,-280.00
516068.38,7700489.86,-280.00
516073.45,7700494.27,-280.00
516120.04,7700539.86,-280.00
516123.45,7700544.13,-280.00
516157.49,7700589.86,-280.00
516173.45,7700619.20,-280.00
516184.41,7700639.86,-280.00
516190.57,7700656.98,-280.00
516203.23,7700689.86,-280.00
516212.11,7700728.52,-280.00
516214.89,7700739.86,-280.00
516219.92,7700786.33,-280.00
516220.31,7700789.86,-280.00
516219.95,7700836.36,-280.00
516219.86,7700839.86,-280.00
516214.83,7700881.24,-280.00
516213.45,7700889.86,-280.00
516209.42,7700903.88,-280.00
516200.45,7700939.86,-280.00
516183.47,7700979.84,-280.00
516179.64,7700989.86,-280.00
516173.45,7701000.73,-280.00
516150.32,7701039.86,-280.00
516123.45,7701073.67,-280.00
516109.70,7701089.86,-280.00
516073.45,7701123.93,-280.00
516054.61,7701139.86,-280.00
516023.45,7701162.05,-280.00
515977.25,7701189.86,-280.00
515973.45,7701191.90,-280.00
515969.99,7701193.31,-280.00
515923.45,7701216.13,-280.00
515880.50,7701232.80,-280.00
515873.45,7701236.03,-280.00
515863.10,7701239.86,-280.00
515823.45,7701254.27,-280.00
515803.20,7701260.11,-280.00
515773.45,7701269.91,-280.00
515733.39,7701279.91,-280.00
515723.45,7701282.41,-280.00
515680.45,7701289.86,-280.00
515673.45,7701291.34,-280.00
515671.68,7701291.62,-280.00
515623.45,7701296.37,-280.00
515616.20,7701297.11,-280.00
515573.45,7701296.53,-280.00
515566.35,7701296.95,-280.00
515523.45,7701292.30,-280.00
515520.92,7701292.38,-280.00
515507.25,7701289.86,-280.00
515477.65,7701285.65,-280.00
515473.45,7701283.81,-280.00
515436.38,7701276.92,-280.00
515423.45,7701269.69,-280.00
515398.77,7701264.53,-280.00
515373.45,7701247.50,-280.00
515367.03,7701246.27,-280.00
515358.59,7701239.86,-280.00
515336.57,7701226.73,-280.00
515323.45,7701205.58,-280.00
515313.69,7701199.61,-280.00
515309.22,7701189.86,-280.00
515296.08,7701167.22,-280.00
515292.83,7701139.86,-280.00
515290.03,7701123.27,-280.00
515292.35,7701089.86,-280.00
515293.32,7701069.98,-280.00
515299.03,7701039.86,-280.00
515305.13,7701008.18,-280.00
515310.29,7700989.86,-280.00
515323.45,7700947.21,-280.00
515324.85,7700939.86,-280.00
515325.20,7700938.10,-280.00
515337.77,7700889.86,-280.00
515346.85,7700863.26,-280.00
515353.29,7700839.86,-280.00
515358.90,7700825.31,-280.00
515371.81,7700789.86,-280.00
515372.28,7700788.69,-280.00
515373.45,7700786.10,-280.00
515384.70,7700751.12,-280.00
515387.90,7700739.86,-280.00
515396.90,7700713.31,-280.00
515404.71,7700689.86,-280.00
515409.36,7700675.77,-280.00
515422.67,7700639.86,-280.00
515422.84,7700639.25,-280.00
515423.45,7700637.74,-280.00
515433.72,7700600.13,-280.00
515436.38,7700589.86,-280.00
515442.97,7700559.39,-280.00
515448.39,7700539.86,-280.00
515449.42,7700515.83,-280.00
515454.75,7700489.86,-280.00
515453.01,7700460.29,-280.00
515444.61,7700439.86,-280.00
515437.14,7700426.16,-280.00
515423.45,7700417.84,-280.00
515404.26,7700409.04,-280.00
515373.45,7700401.60,-280.00
515360.90,7700402.40,-280.00
515323.45,7700405.02,-280.00
515300.72,7700412.58,-280.00
515273.45,7700420.93,-280.00
515234.05,7700439.86,-280.00
515223.45,7700446.43,-280.00
515202.17,7700461.14,-280.00
515173.45,7700481.04,-280.00
515161.28,7700489.86,-280.00
515141.79,7700508.20,-280.00
515123.45,7700524.08,-280.00
515115.21,7700531.62,-280.00
515105.94,7700539.86,-280.00
515091.26,7700557.67,-280.00
515073.45,7700577.21,-280.00
515067.62,7700584.03,-280.00
515062.52,7700589.86,-280.00
515047.65,7700614.06,-280.00
515030.48,7700639.86,-280.00
515028.49,7700644.90,-280.00
515023.45,7700655.82,-280.00
515013.58,7700680.00,-280.00
515009.41,7700689.86,-280.00
515002.85,7700719.26,-280.00
514997.69,7700739.86,-280.00
514996.21,7700762.62,-280.00
514993.54,7700789.86,-280.00
514994.88,7700811.29,-280.00
514995.69,7700839.86,-280.00
514999.84,7700866.25,-280.00
515002.77,7700889.86,-280.00
515005.92,7700907.38,-280.00
515013.18,7700939.86,-280.00
515014.96,7700948.35,-280.00
515023.45,7700982.59,-280.00
515025.22,7700988.08,-280.00
515025.92,7700989.86,-280.00
515037.66,7701025.64,-280.00
515043.09,7701039.86,-280.00
515050.17,7701063.13,-280.00
515059.28,7701089.86,-280.00
515062.22,7701101.08,-280.00
515073.28,7701139.86,-280.00
515073.31,7701140.00,-280.00
515073.45,7701140.63,-280.00
515086.28,7701177.02,-280.00
515090.47,7701189.86,-280.00
515096.43,7701216.87,-280.00
515100.38,7701239.86,-280.00
515102.01,7701261.29,-280.00
515102.52,7701289.86,-280.00
515101.10,7701312.20,-280.00
515097.76,7701339.86,-280.00
515092.06,7701371.24,-280.00
515087.75,7701389.86,-280.00
515074.54,7701438.76,-280.00
515074.20,7701439.86,-280.00
515073.99,7701440.40,-280.00
515073.45,7701442.14,-280.00
515063.22,7701479.63,-280.00
515060.58,7701489.86,-280.00
515051.64,7701518.05,-280.00
515045.07,7701539.86,-280.00
515031.04,7701582.26,-280.00
515028.46,7701589.86,-280.00
515027.17,7701593.58,-280.00
515023.45,7701605.10,-280.00
515015.78,7701632.19,-280.00
515013.67,7701639.86,-280.00
515005.61,7701672.02,-280.00
515001.52,7701689.86,-280.00
514997.33,7701713.75,-280.00
