x,y,z
2881.375280521439,29.472210639855575,-1050.0
2879.543873958166,58.795928855661714,-1050.0
2878.5327112610685,69.83386570998277,-1050.0
2873.5193241824563,101.08091437061739,-1050.0
2869.022125054111,131.0339576216786,-1050.0
2866.427043167154,142.62343776532634,-1050.0
2854.6749284638354,187.39743915005852,-1050.0
2838.6731020055813,241.08805704555311,-1050.0
2838.4326856999796,241.86587450485786,-1050.0
2838.1639851231303,242.70026050665865,-1050.0
2821.17928023903,295.3231471625609,-1050.0
2805.5097939679326,344.9620432018569,-1050.0
2804.20871749055,349.06326253273846,-1050.0
2802.8086460638006,353.7160251529465,-1050.0
2787.6341345395413,403.1993577003809,-1050.0
2775.4365425640717,445.74597272437586,-1050.0
2771.90100865814,458.17690993763495,-1050.0
2767.4533070044745,475.06969094018154,-1050.0
2756.973984507291,513.9605639054416,-1050.0
2750.0726223229103,541.8205710841912,-1050.0
2743.0015545110437,570.69881202785,-1050.0
2732.0979679451484,619.6588855572065,-1050.0
2730.0827136187654,628.4906492542266,-1050.0
2729.0291245147964,633.5747470109579,-1050.0
2718.139680084525,687.2582938386407,-1050.0
2711.987851088201,721.3266985562087,-1050.0
2707.4057991461123,747.2350910188836,-1050.0
2698.354832346922,805.6703954161407,-1050.0
2697.937639346026,808.4776093374503,-1050.0
2696.735557818007,817.7407081709939,-1050.0
2689.6998453452034,870.9504934552821,-1050.0
2687.9532915956697,886.7826142860487,-1050.0
2682.883335974562,934.8446622032982,-1050.0
2680.3518936979162,965.0946903024588,-1050.0
2677.594177251289,1000.2661815986776,-1050.0
2675.2890091446206,1040.8682529744092,-1050.0
2673.9313641247427,1067.314046590786,-1050.0
2672.531292697993,1114.3366475396913,-1050.0
2672.0080336799147,1136.1013942646132,-1050.0
2671.8666123236762,1185.7120060326615,-1050.0
2671.9373230017954,1206.7413617051495,-1050.0
2673.104049190755,1255.18524728424,-1050.0
2673.8465113109996,1279.3612281330081,-1050.0
2676.0668266039247,1322.9331479897228,-1050.0
2677.884091031574,1354.109485972238,-1050.0
2680.6135232069537,1389.0971295053491,-1050.0
2684.1985545875723,1431.134627646889,-1050.0
2686.574433372356,1453.8468974586012,-1050.0
2692.973749742094,1510.6205009200683,-1050.0
2693.8434910829565,1517.288517866658,-1050.0
2696.7426288858187,1538.0208886910477,-1050.0
2702.3429145928167,1579.4997724754496,-1050.0
2704.2167475629612,1592.5741768595892,-1050.0
2711.959566816953,1640.5937983699682,-1050.0
2718.153822220149,1677.2219296354306,-1050.0
2722.5449553313156,1700.7190879742598,-1050.0
2732.097967945145,1749.5872376220632,-1050.0
2734.049582661224,1759.925138763009,-1050.0
2735.0112478836345,1764.7900334175729,-1050.0
2746.44516453542,1818.2402350074644,-1050.0
2754.647603197187,1855.137066849778,-1050.0
2759.583208529868,1875.8128691316733,-1050.0
2767.4533070044745,1907.6397453528791,-1050.0
2773.4354303733126,1932.6713254068836,-1050.0
2777.3669440767117,1948.5670858479566,-1050.0
2787.9664747266943,1988.850959172154,-1050.0
2802.8086460638006,2043.5880951038055,-1050.0
2803.041991301594,2044.4861207159115,-1050.0
2803.218767996892,2045.1295878867918,-1050.0
2818.7326907761235,2099.5060993600378,-1050.0
2831.941445448687,2144.5629434572443,-1050.0
2834.8688675228004,2154.0806007320143,-1050.0
2838.1639851231303,2164.4892125510805,-1050.0
2851.5070900841165,2208.1530562893504,-1050.0
2863.676397788342,2247.008573915551,-1050.0
2868.52715030728,2261.8436741848454,-1050.0
2873.5193241824563,2276.7353429966342,-1050.0
2885.9573324635276,2315.124170147251,-1050.0
2898.2751325918,2352.3179868376633,-1050.0
2903.7057126713116,2368.0864680581244,-1050.0
