X,Y,Z
18.512055531464284,2068.343903513146,-230.0
38.25447686219377,2080.209155301456,-230.0
71.1632264586151,2099.9515766321847,-230.0
82.4981481610339,2106.676162121269,-230.0
116.1847152167611,2126.9135581988276,-230.0
126.67110878175845,2133.2138796192003,-230.0
130.10764773832489,2135.306915691512,-230.0
170.79457192779955,2159.8010945918136,-230.0
188.63487601713496,2170.655183683028,-230.0
214.84732439571962,2186.459020242547,-230.0
246.91461692253142,2206.0105227423546,-230.0
258.8152240499003,2213.201798707022,-230.0
295.73326909565003,2235.751433959061,-230.0
302.7124130259617,2240.015287849616,-230.0
304.9044440476391,2241.372932869494,-230.0
346.5601045273397,2266.878274466893,-230.0
362.4346517649774,2276.7282719288214,-230.0
390.32294321497284,2293.8261138979124,-230.0
419.7032299732764,2312.0765399203365,-230.0
434.00092908886654,2320.858806142674,-230.0
476.7031076047224,2347.4389500474763,-230.0
477.5869910812071,2347.98342226899,-230.0
480.48612888407115,2349.7936156288274,-230.0
521.1164845310504,2375.1646069378016,-230.0
533.1726551502816,2382.7942891068033,-230.0
564.5611251671507,2402.4306444203544,-230.0
589.3240046443025,2418.1425570983197,-230.0
607.8996997860759,2429.802747920085,-230.0
645.1430139511704,2453.497896157646,-230.0
651.1392794556341,2457.2738463691826,-230.0
671.9918584328243,2470.5886670589252,-230.0
694.2869352436355,2484.836868699834,-230.0
700.4882617146413,2488.860306284786,-230.0
737.3426671500838,2512.4918149120404,-230.0
755.3385347312833,2524.2085742763006,-230.0
780.2781909037312,2540.2669692770482,-230.0
809.7786858148338,2559.57098440344,-230.0
823.0864354367659,2568.169402862669,-230.0
863.7733596262387,2594.9263234627674,-230.0
865.7532586135621,2596.2132578045275,-230.0
873.3405143756936,2601.22664488314,-230.0
908.3140157731796,2624.3631787635645,-230.0
917.0962819955166,2630.274591454284,-230.0
950.7333515765622,2652.654521078837,-230.0
969.8676610754683,2665.637001581423,-230.0
992.9829817524587,2681.1155690215955,-230.0
1022.0804257982818,2700.9923406407506,-230.0
1035.0629063008673,2709.7463225918405,-230.0
1043.8168882519585,2715.686019553806,-230.0
1076.9589830861714,2738.560923925192,-230.0
1079.1722273112846,2740.0670613691195,-230.0
1091.4405299648733,2748.615982353664,-230.0
1114.5346374384244,2764.610737744103,-230.0
1118.6853542439894,2767.5452308860285,-230.0
1124.5401983922147,2771.7030187594046,-230.0
1160.2208065708855,2796.7204566777855,-230.0
1174.6175006358462,2807.058357818732,-230.0
1201.5299847278056,2826.121956639522,-230.0
1223.9806250304773,2842.4066258102475,-230.0
1242.6058176469323,2855.7568018390502,-230.0
1272.58007410143,2877.769035937387,-230.0
1283.4341631926436,2885.6391344119943,-230.0
1320.380492509641,2913.124374996715,-230.0
1324.0008792293156,2915.783096493976,-230.0
1345.6595599370594,2932.1243342071966,-230.0
1364.3059657569484,2946.1886880849975,-230.0
1367.2546010344959,2948.4726429882303,-230.0
1404.3282095721079,2976.8771223884933,-230.0
1432.725617904558,2998.952996097138,-230.0
1444.0393264035429,3007.876683675712,-230.0
