x,y,z
5320.426985139446,14880.284392611586,-722.49
7531.189265451372,14787.335206224616,-722.49
9360.77149322907,14500.716543538461,-727.25
5309.374906149496,15171.958868783226,-1244.71
7585.968827789897,15058.022753130637,-1244.71
9400.7159552983,14971.444598842158,-1225.29
5302.155345913583,15362.460506702693,-1529.55
7441.740257631274,15256.27428137191,-1528.01
9743.11120088445,15411.236732468944,-1598.28
5296.625770884704,15508.308351390231,-1719.45
7548.499239454821,15401.542298498875,-1711.73
5295.169130915459,15546.74667601553,-1766.93
7804.238549006557,15684.17995000695,-2033.25
5279.641066000604,15956.599908526878,-2241.67
7970.076302398236,15853.779511474542,-2216.98
10653.093988661229,16077.621234126958,-2038.09
